source_id,name,cuisine_type,website,phone,google_maps_url,address_full,postal_code,neighborhood
38,El Nou Ramonet,Seafood,https://grupramonet.com,+34 932683313,https://www.google.com/maps/search/?api=1&query=El+Nou+Ramonet+C%2F+de+la+Maquinista%2C+17+Barcelona,"C/ de la Maquinista, 17",08003,Barceloneta
39,Los Pescadores,Seafood,,+34 933 19 30 58,https://www.google.com/maps/search/?api=1&query=Los+Pescadores+C%2F+de+la+Maquinista%2C+48+Barcelona,"C/ de la Maquinista, 48",08003,Barceloneta
40,Cometa Pla,Vegetarian/Vegan,,+34 646197845,https://www.google.com/maps/search/?api=1&query=Cometa+Pla+C%2F+de+Comtal%2C+2+Barcelona,"C/ de Comtal, 2",08002,Barri Gòtic
41,BOSCO Restaurant,Mediterranean,https://restaurantbosco.com/,+34 934121370,https://www.google.com/maps/search/?api=1&query=BOSCO+Restaurant+C%2F+de+Capellans%2C+9+Barcelona,"C/ de Capellans, 9",08002,Barri Gòtic
42,Granja Mabel,Spanish,,+34 934852028,https://www.google.com/maps/search/?api=1&query=Granja+Mabel+C%2F+de+Ferran%2C+11+Barcelona,"C/ de Ferran, 11",08002,Barri Gòtic
43,Grangels Mix,Catalan,,,https://www.google.com/maps/search/?api=1&query=Grangels+Mix+C%2F+de+l%27Arc+de+Sant+Ramon%2C+12+Barcelona,"C/ de l'Arc de Sant Ramon, 12",08002,Barri Gòtic
44,Amaica,Mediterranean,https://amaica.es,+34 934 183 156,https://www.google.com/maps/search/?api=1&query=Amaica+C%2F+de+Bertrand+i+Serra%2C+11+Barcelona,"C/ de Bertrand i Serra, 11",08022,Sarrià-Sant Gervasi
45,Bar Monterolas,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bar+Monterolas+C%2F+de+Monterolas%2C+7+Barcelona,"C/ de Monterolas, 7",08017,Sarrià-Sant Gervasi
46,Koryo,Asian,,+34 932 123 139,https://www.google.com/maps/search/?api=1&query=Koryo+C%2F+de+Reus%2C+4+Barcelona,"C/ de Reus, 4",08022,Sarrià-Sant Gervasi
47,Vermuteria La Raspa de Moragas,Catalan,,,https://www.google.com/maps/search/?api=1&query=Vermuteria+La+Raspa+de+Moragas+C%2F+de+Moragas%2C+6+Barcelona,"C/ de Moragas, 6",08023,Sarrià-Sant Gervasi
48,L'Antull,Spanish,,,https://www.google.com/maps/search/?api=1&query=L%27Antull+C%2F+d%27Europa%2C+33+Barcelona,"C/ d'Europa, 33",08028,Les Corts
49,L'Arrosseria de Sants,Mediterranean,https://arrosseriadesants.com,+34 933322804,https://www.google.com/maps/search/?api=1&query=L%27Arrosseria+de+Sants+C%2F+Sants%2C+360+Barcelona,"C/ Sants, 360",08028,Sants
50,Més de Vi,Mediterranean,https://restaurantemesdevi.es,,https://www.google.com/maps/search/?api=1&query=M%C3%A9s+de+Vi+Rambla+del+Poblenou%2C+38+Barcelona,"Rambla del Poblenou, 38",08005,Poblenou
51,L'Artesana Poblenou,Mediterranean,,+34 930022039,https://www.google.com/maps/search/?api=1&query=L%27Artesana+Poblenou+C%2F+de+Mari%C3%A0+Aguil%C3%B3%2C+72+Barcelona,"C/ de Marià Aguiló, 72",08005,Poblenou
52,Casa Cabo,Mediterranean,https://grupocabo.es/,+34 608332208,https://www.google.com/maps/search/?api=1&query=Casa+Cabo+C%2F+de+Pere+IV%2C+91+Barcelona,"C/ de Pere IV, 91",08018,Poblenou
53,Morgentau,Vegetarian/Vegan,https://morgentau.es,+34 931 98 37 65,https://www.google.com/maps/search/?api=1&query=Morgentau+C%2F+de+la+Llacuna%2C+114+Barcelona,"C/ de la Llacuna, 114",08018,Poblenou
54,Warike,Peruvian,https://warikeproject.com/,+34 685621172,https://www.google.com/maps/search/?api=1&query=Warike+C%2F+del+Dr.+Trueta%2C+144+Barcelona,"C/ del Dr. Trueta, 144",08005,Poblenou
55,Sopa,Vegetarian/Vegan,https://sopa.vg,+34 933 09 56 76,https://www.google.com/maps/search/?api=1&query=Sopa+C%2F+de+Roc+Boronat%2C+114+Barcelona,"C/ de Roc Boronat, 114",08018,Poblenou
56,Sant Martí Restaurant,Mediterranean,https://santmarti-restaurant.es,,https://www.google.com/maps/search/?api=1&query=Sant+Mart%C3%AD+Restaurant+Av.+Meridiana%2C+200+Barcelona,"Av. Meridiana, 200",08027,Sant Martí
57,Ryu Ramen,Japanese,,,https://www.google.com/maps/search/?api=1&query=Ryu+Ramen+C%2F+de+Bac+de+Roda%2C+53+Barcelona,"C/ de Bac de Roda, 53",08019,Sant Martí
58,Restaurante Lepanto,Spanish,,,https://www.google.com/maps/search/?api=1&query=Restaurante+Lepanto+C%2F+de+Lepant%2C+300+Barcelona,"C/ de Lepant, 300",08025,Sagrada Família
59,Arc Iris,Vegetarian/Vegan,,,https://www.google.com/maps/search/?api=1&query=Arc+Iris+C%2F+de+Sardenya%2C+120+Barcelona,"C/ de Sardenya, 120",08013,Sagrada Família
60,La Yaya Amelia,Spanish,https://layayamelia.cat/,+34 660287529,https://www.google.com/maps/search/?api=1&query=La+Yaya+Amelia+C%2F+de+Sardenya%2C+364+Barcelona,"C/ de Sardenya, 364",08025,Sagrada Família
61,Lanto Restaurant,Fusion,https://lanto.restaurant/,+34 658941131,https://www.google.com/maps/search/?api=1&query=Lanto+Restaurant+C%2F+de+Lanzarote%2C+9+Barcelona,"C/ de Lanzarote, 9",08018,Clot
62,Ca la Margui,Spanish,,,https://www.google.com/maps/search/?api=1&query=Ca+la+Margui+C%2F+del+Clot%2C+105+Barcelona,"C/ del Clot, 105",08018,Clot
63,Nana Restaurant,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Nana+Restaurant+C%2F+del+Clot%2C+147+Barcelona,"C/ del Clot, 147",08018,Clot
64,El Clot Restaurant,Mediterranean,https://elclotrestaurante.com,,https://www.google.com/maps/search/?api=1&query=El+Clot+Restaurant+C%2F+de+Val%C3%A8ncia%2C+565+Barcelona,"C/ de València, 565",08026,Clot
65,La Forquilla,Fusion,,,https://www.google.com/maps/search/?api=1&query=La+Forquilla+C%2F+de+Viladrosa%2C+57+Barcelona,"C/ de Viladrosa, 57",08042,Nou Barris
66,5 Hermanos,Spanish,,,https://www.google.com/maps/search/?api=1&query=5+Hermanos+C%2F+de+Canyelles%2C+9+Barcelona,"C/ de Canyelles, 9",08042,Nou Barris
67,Pizzeria Nanà,Italian,,,https://www.google.com/maps/search/?api=1&query=Pizzeria+Nan%C3%A0+C%2F+Gran+de+Sant+Andreu%2C+95+Barcelona,"C/ Gran de Sant Andreu, 95",08030,Sant Andreu
68,La Marcelina,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=La+Marcelina+C%2F+Gran+de+Sant+Andreu%2C+52+Barcelona,"C/ Gran de Sant Andreu, 52",08030,Sant Andreu
69,Izakaya Barcelona,Japanese,,,https://www.google.com/maps/search/?api=1&query=Izakaya+Barcelona+C%2F+de+Joan+Torras%2C+38+Barcelona,"C/ de Joan Torras, 38",08030,Sant Andreu
70,Can Cortada,Catalan,https://cancortada.com/,+34 934 27 23 15,https://www.google.com/maps/search/?api=1&query=Can+Cortada+Av.+de+l%27Estatut+de+Catalunya%2C+s%2Fn+Barcelona,"Av. de l'Estatut de Catalunya, s/n",08035,Horta-Guinardó
71,Restaurant Mati's,Spanish,,,https://www.google.com/maps/search/?api=1&query=Restaurant+Mati%27s+C%2F+del+Carmel%2C+15+Barcelona,"C/ del Carmel, 15",08024,Horta-Guinardó
73,Moments,Catalan,https://www.mandarinoriental.com/barcelona/passeig-de-gracia/fine-dining/restaurants/catalan-cuisine/moments,+34 931511000,https://www.google.com/maps/search/?api=1&query=Moments+C%2F+de+Proven%C3%A7a%2C+61+Barcelona,"C/ de Provença, 61",08007,Eixample
74,Angle,Mediterranean,https://anglebarcelona.com/,+34 932 16 77 77,https://www.google.com/maps/search/?api=1&query=Angle+C%2F+d%27Arag%C3%B3%2C+214+Barcelona,"C/ d'Aragó, 214",08011,Eixample
75,Aleia,Mediterranean,https://aleiarestaurant.com/,+34 603590903,https://www.google.com/maps/search/?api=1&query=Aleia+C%2F+de+Proven%C3%A7a%2C+134+Barcelona,"C/ de Provença, 134",08009,Eixample
76,Amar Barcelona,Catalan,,+34 931 612 424,https://www.google.com/maps/search/?api=1&query=Amar+Barcelona+C%2F+de+Proven%C3%A7a%2C+157+Barcelona,"C/ de Provença, 157",08010,Eixample
77,Cervecería Catalana,Spanish,https://cerveceriacatalana.com/,+34 932160368,https://www.google.com/maps/search/?api=1&query=Cervecer%C3%ADa+Catalana+C%2F+de+la+Diputaci%C3%B3%2C+42+Barcelona,"C/ de la Diputació, 42",08007,Eixample
78,Vinitus,Spanish,https://vinitus.com/,+34 933636217,https://www.google.com/maps/search/?api=1&query=Vinitus+C%2F+de+Proven%C3%A7a%2C+74+Barcelona,"C/ de Provença, 74",08011,Eixample
79,Mont Bar,Mediterranean,http://www.montbar.com/,+34 933 23 95 90,https://www.google.com/maps/search/?api=1&query=Mont+Bar+C%2F+de+la+Diputaci%C3%B3%2C+220+Barcelona,"C/ de la Diputació, 220",08011,Eixample
80,La Taverna del Clínic,Spanish,,,https://www.google.com/maps/search/?api=1&query=La+Taverna+del+Cl%C3%ADnic+C%2F+de+Balmes%2C+4+Barcelona,"C/ de Balmes, 4",08036,Eixample
81,Tapas 24,Spanish,https://tapas24.es/,+34 934880977,https://www.google.com/maps/search/?api=1&query=Tapas+24+C%2F+de+C%C3%B2rsega%2C+88+Barcelona,"C/ de Còrsega, 88",08011,Eixample
82,Bar Tossa,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bar+Tossa+C%2F+d%27Enric+Granados%2C+52+Barcelona,"C/ d'Enric Granados, 52",08007,Eixample
83,Bar Gelida,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bar+Gelida+C%2F+de+C%C3%B2rsega%2C+157+Barcelona,"C/ de Còrsega, 157",08008,Eixample
84,Bar Anita,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bar+Anita+C%2F+del+Bruc%2C+114+Barcelona,"C/ del Bruc, 114",08007,Eixample
85,El Nou de Granados,Mediterranean,,+34 934 539 756,https://www.google.com/maps/search/?api=1&query=El+Nou+de+Granados+C%2F+de+la+Diputaci%C3%B3%2C+105+Barcelona,"C/ de la Diputació, 105",08009,Eixample
86,Senyor Vermut,Spanish,,,https://www.google.com/maps/search/?api=1&query=Senyor+Vermut+C%2F+de+Muntaner%2C+107+Barcelona,"C/ de Muntaner, 107",08008,Eixample
87,Atrapatapa,Spanish,,,https://www.google.com/maps/search/?api=1&query=Atrapatapa+C%2F+de+Calabria%2C+79+Barcelona,"C/ de Calabria, 79",08008,Eixample
88,El Nacional,Mediterranean,https://elnacionalbcn.com/,+34 935185053,https://www.google.com/maps/search/?api=1&query=El+Nacional+C%2F+d%27Arag%C3%B3%2C+135+Barcelona,"C/ d'Aragó, 135",08008,Eixample
89,Racó d'en Cesc,Catalan,,,https://www.google.com/maps/search/?api=1&query=Rac%C3%B3+d%27en+Cesc+C%2F+del+Consell+de+Cent%2C+16+Barcelona,"C/ del Consell de Cent, 16",08008,Eixample
90,Casa Amalia,Catalan,https://casaamalia.com/,+34 934 58 94 58,https://www.google.com/maps/search/?api=1&query=Casa+Amalia+Passatge+del+Mercat%2C+14+Barcelona,"Passatge del Mercat, 14",08009,Eixample
91,Vic Braseria,Catalan,,,https://www.google.com/maps/search/?api=1&query=Vic+Braseria+C%2F+de+Calabria%2C+140+Barcelona,"C/ de Calabria, 140",08007,Eixample
92,Portolés,Spanish,,,https://www.google.com/maps/search/?api=1&query=Portol%C3%A9s+C%2F+de+Villadomat%2C+150+Barcelona,"C/ de Villadomat, 150",08007,Eixample
93,Casa Masana,Catalan,,+34 934 252 970,https://www.google.com/maps/search/?api=1&query=Casa+Masana+C%2F+de+Girona%2C+56+Barcelona,"C/ de Girona, 56",08009,Eixample
94,El Cierzo,Spanish,,,https://www.google.com/maps/search/?api=1&query=El+Cierzo+C%2F+de+Villadomat%2C+76+Barcelona,"C/ de Villadomat, 76",08009,Eixample
95,El Puestu,Spanish,,,https://www.google.com/maps/search/?api=1&query=El+Puestu+C%2F+de+Roger+de+Ll%C3%BAria%2C+92+Barcelona,"C/ de Roger de Llúria, 92",08010,Eixample
96,Flamant,Catalan,https://grupandilana.com/es/restaurantes/flamant,+34 933 231 635,https://www.google.com/maps/search/?api=1&query=Flamant+C%2F+de+Rossell%C3%B3%2C+170+Barcelona,"C/ de Rosselló, 170",08010,Eixample
97,Contempo,Catalan,,,https://www.google.com/maps/search/?api=1&query=Contempo+C%2F+d%27Aribau%2C+31+Barcelona,"C/ d'Aribau, 31",08008,Eixample
98,Zafra,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Zafra+C%2F+de+Calabria%2C+104+Barcelona,"C/ de Calabria, 104",08036,Eixample
99,Xampú Xampany,Catalan,,,https://www.google.com/maps/search/?api=1&query=Xamp%C3%BA+Xampany+C%2F+de+Villadomat%2C+163+Barcelona,"C/ de Villadomat, 163",08036,Eixample
100,Salmigondi,Mediterranean,https://salmigondi.com/,+34 934886722,https://www.google.com/maps/search/?api=1&query=Salmigondi+C%2F+de+Roger+de+Ll%C3%BAria%2C+130+Barcelona,"C/ de Roger de Llúria, 130",08011,Eixample
101,Mixtel·la,Fusion,,,https://www.google.com/maps/search/?api=1&query=Mixtel%C2%B7la+C%2F+de+C%C3%B2rsega%2C+113+Barcelona,"C/ de Còrsega, 113",08011,Eixample
102,Danzarama,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Danzarama+C%2F+de+Muntaner%2C+137+Barcelona,"C/ de Muntaner, 137",08009,Eixample
103,An Embat,Mediterranean,https://embat.cat/,+34 934580855,https://www.google.com/maps/search/?api=1&query=An+Embat+C%2F+de+la+Diputaci%C3%B3%2C+354+Barcelona,"C/ de la Diputació, 354",08009,Eixample
104,Lateral Consell de Cent,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Lateral+Consell+de+Cent+C%2F+de+Girona%2C+169+Barcelona,"C/ de Girona, 169",08007,Eixample
105,Malpaso,Fusion,,,https://www.google.com/maps/search/?api=1&query=Malpaso+C%2F+de+Girona%2C+177+Barcelona,"C/ de Girona, 177",08008,Eixample
106,Boraz,Fusion,,,https://www.google.com/maps/search/?api=1&query=Boraz+C%2F+de+Proven%C3%A7a%2C+137+Barcelona,"C/ de Provença, 137",08008,Eixample
107,Au Port de la Lune,French,,,https://www.google.com/maps/search/?api=1&query=Au+Port+de+la+Lune+C%2F+de+Balmes%2C+122+Barcelona,"C/ de Balmes, 122",08011,Eixample
108,Bistrot BCN,French,https://bistrotbcn.es/,+34 934 24 63 48,https://www.google.com/maps/search/?api=1&query=Bistrot+BCN+C%2F+de+Casanova%2C+15+Barcelona,"C/ de Casanova, 15",08011,Eixample
109,Ramen-Ya Hiro,Japanese,https://ramenyahiro.com/,+34 930 028 441,https://www.google.com/maps/search/?api=1&query=Ramen-Ya+Hiro+C%2F+de+Proven%C3%A7a%2C+117+Barcelona,"C/ de Provença, 117",08008,Eixample
110,Hot Pot de Sichuan,Asian,,,https://www.google.com/maps/search/?api=1&query=Hot+Pot+de+Sichuan+C%2F+de+la+Diputaci%C3%B3%2C+104+Barcelona,"C/ de la Diputació, 104",08011,Eixample
111,Little Corea,Asian,,,https://www.google.com/maps/search/?api=1&query=Little+Corea+C%2F+d%27Arag%C3%B3%2C+42+Barcelona,"C/ d'Aragó, 42",08008,Eixample
112,Chen Ji,Asian,,,https://www.google.com/maps/search/?api=1&query=Chen+Ji+C%2F+de+Calabria%2C+184+Barcelona,"C/ de Calabria, 184",08010,Eixample
113,Dionisos Urgell,Greek,,,https://www.google.com/maps/search/?api=1&query=Dionisos+Urgell+C%2F+del+Comte+d%27Urgell%2C+153+Barcelona,"C/ del Comte d'Urgell, 153",08009,Eixample
114,Albé Barcelona,Lebanese,,,https://www.google.com/maps/search/?api=1&query=Alb%C3%A9+Barcelona+C%2F+de+Proven%C3%A7a%2C+129+Barcelona,"C/ de Provença, 129",08011,Eixample
115,La Taquería,Mexican,,,https://www.google.com/maps/search/?api=1&query=La+Taquer%C3%ADa+C%2F+de+Girona%2C+179+Barcelona,"C/ de Girona, 179",08009,Eixample
116,Merquén Café-Bar,Other,,,https://www.google.com/maps/search/?api=1&query=Merqu%C3%A9n+Caf%C3%A9-Bar+C%2F+del+Comte+d%27Urgell%2C+175+Barcelona,"C/ del Comte d'Urgell, 175",08010,Eixample
117,Amaltea,Vegetarian/Vegan,https://amaltea-restaurant.com/,,https://www.google.com/maps/search/?api=1&query=Amaltea+C%2F+de+la+Diputaci%C3%B3%2C+164+Barcelona,"C/ de la Diputació, 164",08011,Eixample
118,La Tartería Raw Food,Vegetarian/Vegan,,,https://www.google.com/maps/search/?api=1&query=La+Tarter%C3%ADa+Raw+Food+C%2F+de+Calabria%2C+128+Barcelona,"C/ de Calabria, 128",08011,Eixample
119,Green&Burger,Vegetarian/Vegan,,,https://www.google.com/maps/search/?api=1&query=Green%26Burger+C%2F+del+Consell+de+Cent%2C+250+Barcelona,"C/ del Consell de Cent, 250",08011,Eixample
120,Veggie Garden,Vegetarian/Vegan,,,https://www.google.com/maps/search/?api=1&query=Veggie+Garden+C%2F+d%27Aribau%2C+77+Barcelona,"C/ d'Aribau, 77",08036,Eixample
121,Vegan Mount,Vegetarian/Vegan,,,https://www.google.com/maps/search/?api=1&query=Vegan+Mount+C%2F+de+C%C3%B3rsega%2C+232+Barcelona,"C/ de Córsega, 232",08036,Eixample
122,Brera,Italian,,,https://www.google.com/maps/search/?api=1&query=Brera+C%2F+de+Balmes%2C+130+Barcelona,"C/ de Balmes, 130",08008,Eixample
123,Nostrum,Spanish,,,https://www.google.com/maps/search/?api=1&query=Nostrum+C%2F+de+Pau+Claris%2C+36+Barcelona,"C/ de Pau Claris, 36",08011,Eixample
124,Bacoa Universitat,Gastropub,,,https://www.google.com/maps/search/?api=1&query=Bacoa+Universitat+C%2F+d%27Aribau%2C+159+Barcelona,"C/ d'Aribau, 159",08011,Eixample
125,Brunch and Cake,Café,,,https://www.google.com/maps/search/?api=1&query=Brunch+and+Cake+C%2F+de+Calabria%2C+125+Barcelona,"C/ de Calabria, 125",08011,Eixample
126,Billy Brunch & Garden,Café,,,https://www.google.com/maps/search/?api=1&query=Billy+Brunch+%26+Garden+C%2F+de+Balmes%2C+133+Barcelona,"C/ de Balmes, 133",08008,Eixample
127,EatMyTrip,Café,,,https://www.google.com/maps/search/?api=1&query=EatMyTrip+C%2F+de+Girona%2C+135+Barcelona,"C/ de Girona, 135",08036,Eixample
128,Oma Bistro,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Oma+Bistro+C%2F+de+Villadomat%2C+184+Barcelona,"C/ de Villadomat, 184",08009,Eixample
129,Zenith,Café,,,https://www.google.com/maps/search/?api=1&query=Zenith+C%2F+d%27Arag%C3%B3%2C+183+Barcelona,"C/ d'Aragó, 183",08008,Eixample
130,Faborit,Café,,,https://www.google.com/maps/search/?api=1&query=Faborit+C%2F+d%27Aribau%2C+167+Barcelona,"C/ d'Aribau, 167",08011,Eixample
131,Miss Simona,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Miss+Simona+C%2F+d%27Aribau%2C+15+Barcelona,"C/ d'Aribau, 15",08009,Eixample
